post_id,comment_id,post_title,post_selftext,post_author_flairs,comment_author_flairs,comment_body
16ec7tr,jzvdw9w,southern utah byu 300,southern utah byufbyubyu location byufbyu lavell edwards time 300 watch tv big 12lbig12 rcfb made rcfb please keep trash talk civil report comments violate lets talk,"['byu', 'utahstate']","['byu', 'beehiveboot']",im always nervous opposing offense third long years tuiaki defenses person
16ec7tr,jzvfesp,southern utah byu 300,southern utah byufbyubyu location byufbyu lavell edwards time 300 watch tv big 12lbig12 rcfb made rcfb please keep trash talk civil report comments violate lets talk,"['byu', 'utahstate']","['byu', 'beehiveboot']",ok know good slovis evil slovis exist hopefully see much former going forward season
16ec7tr,jzvgzma,southern utah byu 300,southern utah byufbyubyu location byufbyu lavell edwards time 300 watch tv big 12lbig12 rcfb made rcfb please keep trash talk civil report comments violate lets talk,"['byu', 'utahstate']","['byu', 'beehiveboot']",nice kicker show solidarity ferrin like
16ec7tr,jzviepe,southern utah byu 300,southern utah byufbyubyu location byufbyu lavell edwards time 300 watch tv big 12lbig12 rcfb made rcfb please keep trash talk civil report comments violate lets talk,"['byu', 'utahstate']","['byu', 'beehiveboot']",get ready whole lot kneeling get stop
16ec7tr,jzvisbm,southern utah byu 300,southern utah byufbyubyu location byufbyu lavell edwards time 300 watch tv big 12lbig12 rcfb made rcfb please keep trash talk civil report comments violate lets talk,"['byu', 'utahstate']","['byu', 'beehiveboot']",conference map looks much cohesive us four corners schools
18wbuu4,kfxc9ou,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",im following espn app second time today showing offense fumbled recovered defense shows offense new set downs exactly happened
18wbuu4,kfxi4xq,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",dont love flag defender already process initiating tackle qb abruptly goes slide late
18wbuu4,kfxo7q5,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",bryson barnes stats half uw 1730 261 yards quinn ewers stats half uw 918 97 yards clearly barnes ewers would like better qb willing trade barnes archie manning straight
18wbuu4,kfxp6wu,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",got back started something else halftime apparently missed lot expect see score point
18wbuu4,kfxs4yc,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",love db acts shocked theres flag play tackled receiver full speed ball midair
18wbuu4,kfxua2h,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",hadnt seen happened would thought replay mitchells td catch edited floats bit thats insanely athletic
18wbuu4,kfxus30,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",call would made situation penix odunze almost like cheat code
18wbuu4,kfxv6h7,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",camera angle gross thiccer kicker
18wbuu4,kfxx45x,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",really feel like rule situation clock restarts ball placed snapped rules basically penalizing team player getting injured
18wbuu4,kfxy8pz,sugar bowl washington 845,location caesars superdome time 845 watch tv espnlespn odds spread tex 35 overunder 625 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",exciting ending kind feels wrong washington could lose due player getting injured
16ktcfe,k0y1sq5,postgame colorado defeats colorado 4335 2ot,box score provided team 1 2 3 4 ot colorado made rcfb,['rcfb'],"['byu', 'beehiveboot']",broadcast simultaneously amazing annoying watch neutral viewer
17ta8ra,k8vpnhy,byu 1015,byufbyubyu location byufbyu lavell edwards time 1015 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",good news fanbases whichever team wins tonight becomes bowl eligible bad news whichever loses tonight doesnt favorable schedule still pick sixth win remaining weeks
17ta8ra,k8vtkja,byu 1015,byufbyubyu location byufbyu lavell edwards time 1015 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",raised byu fan god want punish
17ta8ra,k8vtsbs,byu 1015,byufbyubyu location byufbyu lavell edwards time 1015 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",mean offense terrible even give chance
17y9i7m,k9sm1if,byu 1200,byufbyubyu location byufbyu lavell edwards time 1200 watch tv espnlespn odds spread ou 24 overunder 575 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",im proud team keeping close likely lose showed heart expected
17y9i7m,k9swd7m,byu 1200,byufbyubyu location byufbyu lavell edwards time 1200 watch tv espnlespn odds spread ou 24 overunder 575 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",got worst ball security country lol
17ght9z,k6hmwmf,utep sam houston 800,utepfuteputep sam houston location sam elliott bowers time 800 watch tv espn2lespn2 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",like refs waited call td nearly entire body across goal line
17ght9z,k6ho0sf,utep sam houston 800,utepfuteputep sam houston location sam elliott bowers time 800 watch tv espn2lespn2 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",cant help wonder far int return could gone hadnt slipped
17ght9z,k6hoir1,utep sam houston 800,utepfuteputep sam houston location sam elliott bowers time 800 watch tv espn2lespn2 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",shsu utep four letters acronym fourth quarter exciting coincidence think
17ght9z,k6hp61o,utep sam houston 800,utepfuteputep sam houston location sam elliott bowers time 800 watch tv espn2lespn2 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",meatball gave byus offense stomachache shsus first season
17ght9z,k6hpu6b,utep sam houston 800,utepfuteputep sam houston location sam elliott bowers time 800 watch tv espn2lespn2 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",bad strategic decision heartbreaking shsus season far almost expect utep pull remaining 115
17ght9z,k6hqun7,utep sam houston 800,utepfuteputep sam houston location sam elliott bowers time 800 watch tv espn2lespn2 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",lineman falling ball time expired instead picking trying pitch uh certainly choice
177ix9d,k4t79ft,postgame stanford defeats colorado 4643 2ot,box score provided team 1 2 3 4 ot made rcfb,['rcfb'],"['byu', 'beehiveboot']",deions got confidence good example needs work developing aspects coaching well troy taylor completely outdid halftime adjustments
17ijvyn,k6vdcex,utah 330,utahfutahutah location utahfutah riceeccles time 330 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",youve got give defense credit holding utah 6 points home dude seen offense year
17ijvyn,k6vggr3,utah 330,utahfutahutah location utahfutah riceeccles time 330 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",utah needs get touchdown also need run plays get yards thats whats really killing averaging 16 ypc ground major part offense
17ijvyn,k6vibnz,utah 330,utahfutahutah location utahfutah riceeccles time 330 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",yeah coming back barring miracle getting carved secondary theyre averaging 5 yards per carry ground hardly faced third pair offense cant get anywhere ground doesnt know passingfirst offense means likely wont find end zone garbage time
17ijvyn,k6vk2d1,utah 330,utahfutahutah location utahfutah riceeccles time 330 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",today switching back forth team rival getting obliterated top ten team
17ijvyn,k6vqla3,utah 330,utahfutahutah location utahfutah riceeccles time 330 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",heres hoping cal keeps foot gas gas blows byu even gg ducks
188vvkf,kbnaaty,postgame washington defeats 3431,box score provided team 1 2 3 4 made rcfb,['rcfb'],"['byu', 'beehiveboot']",bummer washington avoid getting quality loss pollsters going like
15wqekf,jx2w7gb,top 5 popular college teams cityarea,1 north carolina 2 nc 3 appalachian 4 wake forest 5 duke x200b,"['floridastate', 'northcarolinaat']","['utah', 'beehiveboot']",salt lake area 1a utah 1b byu big gap 3 utah smaller gap 4 weber 5 legitimately never seen enough fans say belong list
17deytd,k5wkovl,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",two drives feels like already close double digit missed tackles
17deytd,k5wqjo6,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",thought would come reiley scalley really coming ludwig grinch dear lord race bottom
17deytd,k5wqub0,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",im really glad fell good tackle
17deytd,k5wrlsw,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",little stiff vaki end chefs kiss
17deytd,k5ws4sm,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",ludwig call run 26 yards go calls qb
17deytd,k5wya57,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",youve got make tackle bring extra pressure
17deytd,k5wzwmd,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",kidding finally call hold call one secondary offset
17deytd,k5x04u2,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",props catching ball almost looked like otoole picked
17deytd,k5x1zc6,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",going hurt really collapse 4th quarter
17deytd,k5x7atb,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",lord going end p12 series usc way started arent
17deytd,k5x7hfq,utah usc 800,utahfutahutah uscfuscusc location uscfusc los angeles memorial coliseum time 800 watch tv foxlfox rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",holy shit barnes youre going give heart attack
173vhag,k468yxs,tank job week week six,tank job week award fbs team best job humiliating weekend whether blew large lead choked away spot limelight lost absolutely right losing completely screwed everything last second blunder tjotw winner sets gold standard college misery x200b previous winners 1 baylor bears lost 4231 2 nevada wolf pack lost idaho 336 3 cowboys lost south 337 4 minnesota golden gophers lost northwestern 3734 5 ucf knights lost baylor 3635 x200b last week thought going two horse race ucf tech knights hoo boy knights fact calling declare meltdown baylor ultimate tank job year done probably want take back x200b onto week yes still gonna vote yes theres nominees yes completely formality yes happened exactly 831 pacific saturday night kind moment tjotw normally dream fact could say knelt reverence gods hath delivered glorious bounty x200b note ease counting please use carats vote like miamifl thank thanks participating x200b honorable mentions saw usc everybody saw also jimbo fishers intestinal fortitude x200b nominees week 6 x200b arizona wildcats lost usc 4341 hate zona followed plucky finish washington even pluckier effort usc 170 guys steve kerr skipping press conference watch drink margaritas couldnt hang also shoulda gone two first overtime burned colorado burned x200b fresno bulldogs lost wyoming 2419 50 two power 5 scalps belt bulldogs rolled laramie clear frontrunner race coveted group five ny6 berth leave teeth broken limping back california last minute interception halted desperate comeback big boy bowl hopes dashed yet took major hit x200b miamifl hurricanes lost tech 2320 youve least heard canes didnt kneel fumbled gave winning touchdown two seconds left incredible might sound description doesnt even begin justice theres absolutely nothing type havent seen yet need probably need see many times mind youre going watching every college youtube compilation rest life moderation key x200b notre dame fighting irish lost louisville 3320 1713 cards entering fourth quarter notre dames fourth quarter drive chart turnover downs 35 first play interception fumble 26 gonna turnover downs anyways touchdown recovered onside kick ending interception considering offensive meltdown absolute gifts position handed louisville miracle cards got 16 points x200b rice owls lost connecticut 3831 owls 10 point home faves winless huskies outgained uconn 160 yards one two three turnovers put owls 2814 claw back 3128 huskies ripped 59 yard td attempted rice counter resulted turnover 4 rice manage goal pull one score onside kick recovered huskies walk houston first win year x200b san jose spartans lost boise 3527 277 one point smurf voodoo kicked broncos rallied 28 straight could kickstarted sjsus floundering season probably beginning end bowl hopes x200b ucf knights lost kansas 5122 one overused terms sports boatraced people dont use correctly proper boatracing team racing insurmountable lead even though team gets going theres hope possibly catch since actual boat racing lose lane need make pass said ucf got boatraced jayhawks maybe busraced whatever fact end baylor first 31 minutes kansas knights outscored 670 yeesh,"['washington', 'centralwashington']","['byu', 'beehiveboot']",would absolute travesty title stolen away rightful owner week miamifl
15q1cwp,jw0h8ah,teams worst season personally lived,im fairly lucky 22 didnt live 1990s however gene chiziks 2 year tenure 200708 comes mind chizik pretty universally hated fans rarely ever happens bad years usually bright spots paul rhoads didnt produce results would usually get one upset win year dan mccarney seneca wallace years got us bowl win first time almost 30 years gene chizik years pure despair 2008 first two games south dakota kent losing final 10 games finish season 210 among 119 division fbs teams team ranked 111th total defense 115th passing defense 95th rushing defense following 2008 season chizik fired two assistant coaches demoted offensive defensive coordinators left auburn immediately national championship,"['iowastate', 'summertimelover']","['utah', 'beehiveboot']",2012 made worse better since didnt get new pac12 network couldnt watch half games
16e7uxq,jzuaodq,utah baylor 1200,utahfutahutah location baylorfbaylor mclane time 1200 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['byu', 'beehiveboot']",cant watch right 100 believe call doesnt help utah correct one
16e7uxq,jzuihjs,utah baylor 1200,utahfutahutah location baylorfbaylor mclane time 1200 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",utah cant pass barely run utahs top rusher gets hurt whelp
16e7uxq,jzumlw3,utah baylor 1200,utahfutahutah location baylorfbaylor mclane time 1200 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",barnes never touch johnson hasnt gotten drive baffling
16e7uxq,jzutbd5,utah baylor 1200,utahfutahutah location baylorfbaylor mclane time 1200 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",rising isnt ready still nate johnson better unquestioned qb1
15q54f1,jw1vi16,favorite rivalry aside favorite teams,one look forward doesnt involve favorite teams id go iron bowl seems like auburn always gets matter made awesome games moments shout army navy well love pageantry tradition,"['harvard', 'vanderbilt']","['utah', 'beehiveboot']",michiganohio scientifically correct answer followed oklahomatexas alabamaauburn
15q54f1,jw38w43,favorite rivalry aside favorite teams,one look forward doesnt involve favorite teams id go iron bowl seems like auburn always gets matter made awesome games moments shout army navy well love pageantry tradition,"['harvard', 'vanderbilt']","['byu', 'beehiveboot']",cant fully explain ive always really enjoyed border war wyoming colorado
16wq174,k2ybj97,postgame notre dame defeats duke 2114,box score provided team 1 2 3 4 notre dukefduke007714 made rcfb,['rcfb'],"['byu', 'beehiveboot']",choosing put single defender front first line entire half 4th 16 cost duke quite possibly star qb absolutely devastating duke
18w6kt1,kfwd4ij,rose bowl 500,location rose bowl time 500 watch tv espnlespn odds spread mich 2 overunder 455 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",knew bryson barnes transferring didnt know signed already
1621ag8,jxv3rpw,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",starting college season whole lot fullback runs absolutely sublime
1621ag8,jxv5bvq,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",imagine notre dame offense could like hartman one throwing mayer
1621ag8,jxv656e,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",looks like great environment im curious whether almost americans quite locals attendance well
1621ag8,jxv7djs,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",im pleasantly surprised nice teams wearing plain gold helmets looks together
1621ag8,jxv93ym,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",dominant notre dame offense hartman hit mid throwing motion several times already hasnt mattered though completed passes anyways
1621ag8,jxva7ib,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",maybe wait talk repeatedly navys mental toughness actually start comeback
1621ag8,jxvbuik,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",running clock making two minute offense lot less fun watch
1621ag8,jxvcnmn,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",least notre dame offense fun watch neutral viewer
1621ag8,jxvdf0f,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",quickly half went feel like spent way little time watching actual one half one new clock rules im already liking effect theyre viewing experience
1621ag8,jxvha09,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",every player injury far navy player cant remember notre dame players going far
1621ag8,jxvhlpx,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",greathouse pretty ideal first far many freshmen kind debut
1621ag8,jxvi8kd,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",hearing mo bamba played speakers dublin definitely something expected
1621ag8,jxvjewu,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",hartman didnt seem like recognized low play clock bit surprising experienced qb
1621ag8,jxvjo06,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",local spectators must getting impression goals really hard make
1621ag8,jxvk8xi,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",aer lingus promo since nbc mean would get ryanair promo cbssports
1621ag8,jxvkq73,notre dame navy 230,notre dame navyfnavynavy location aviva time 230 watch tv nbclnbc odds spread nd 205 overunder 490 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['usc'],"['byu', 'beehiveboot']",doubt new coach great guy navy team looks like need niumatalolo desperately right
16ql0u1,k1yflpb,usc arizona 1030,uscfuscusc arizona location arizona mountain america time 1030 watch tv foxlfox odds spread usc 34 overunder 615 rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",man wouldnt first time topranked p12 reams playoff hopes went smoke desert frankly im totally okay usc experiences one last time leaving perfect parting gift fork em
17nq022,k7tko5l,arizona utah 200,arizona utahfutahutah location utahfutah riceeccles time 200 watch tv pac12 networklp12n rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",glad saved td still big whiff special teams
17nq022,k7tl24k,arizona utah 200,arizona utahfutahutah location utahfutah riceeccles time 200 watch tv pac12 networklp12n rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",looks like got right end real close though
17nq022,k7u0tmg,arizona utah 200,arizona utahfutahutah location utahfutah riceeccles time 200 watch tv pac12 networklp12n rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['utah', 'beehiveboot']",man jj awesome rb cant stay healthy dude cant catch break
1638uhj,jy1ew2e,colorado good scale 15,1 absolute garbage 2 win maybe two games lackluster performance 3 win games mediocre best 4 win 5 6 games better anticipated 5 actually really good shocking cfb world answer opinion comments,"['oregon', 'georgefox']","['utah', 'beehiveboot']",25 expect wins also expect bad loss causing team turn
16eokoj,jzwp7rk,postgame defeats 3424,box score provided team 1 2 3 4 made rcfb,['rcfb'],"['byu', 'beehiveboot']",mean fans get break capital b back lowercase b like past seasons
